Address,City and ZIP,SF,City,ZIP,yearly_price_per_SF,year_built,full_address,latitude,longitude,weighted_avg_income,nearest_distance
46 Graham Ave,"Brooklyn, NY, 11206"," 6,400 ","Brooklyn, ",11206,60.00 ,1931,"46 Graham Ave Brooklyn, NY, 11206",40.7022468,-73.9422008,54.42232237539767,2107.9435975956685
535 W 20th St,"New York, NY, 10011"," 30,336 ","New York, ",10011,95.00 ,1930,"535 W 20th St New York, NY, 10011",40.746518,-74.006974,136.63649222065064,605.8006899065085
30 Avenue A,"New York, NY, 10009","8,500 ","New York, ",10009,80.00 ,1930,"30 Avenue A New York, NY, 10009",40.7995229,-73.93076844732735,83.04491017964072,4067.9465698293525
9712 Seaview Ave,"Brooklyn, NY, 11236","10,000 ","Brooklyn, ",11236,40.00 ,1956,"9712 Seaview Ave Brooklyn, NY, 11236",40.63412375,-73.88903325,55.48652173913043,9463.383001924529
1451 Richmond Ave,"Staten Island, NY, 10314"," 6,300 ","Staten Island, ",10314,42.00 ,1998,"1451 Richmond Ave Staten Island, NY, 10314",40.612594349999995,-74.15865101139471,78.61298701298702,16606.512713190255
845 Third Ave,"New York, NY, 10022"," 119,976 ","New York, ",10022,200.00 ,1963,"845 Third Ave New York, NY, 10022",42.71576100566184,-73.70508320176167,142.5141065830721,205910.00025180168
60 E 9th St,"New York, NY, 10003","11,600 ","New York, ",10003,72.85 ,1954,"60 E 9th St New York, NY, 10003",40.7313981,-73.9927297,128.99104143337067,890.5903394212793
261 Schenectady Ave,"Brooklyn, NY, 11213","4,400 ","Brooklyn, ",11213,40.00 ,1930,"261 Schenectady Ave Brooklyn, NY, 11213",40.669664749999995,-73.93354187719416,52.270289097875306,4171.227010448314
3918 Broadway,"New York, NY, 10032","4,082 ","New York, ",10032,139.64 ,1909,"3918 Broadway New York, NY, 10032",40.83859281632653,-73.94144318367347,48.92989466037051,7501.240139354479
2131 Hylan Blvd,"Staten Island, NY, 10306"," 28,000 ","Staten Island, ",10306,49.00 ,1931,"2131 Hylan Blvd Staten Island, NY, 10306",40.578571,-74.101853,78.23076923076923,15830.976203990325
210 Livingston St,"Brooklyn, NY, 11201"," 17,513 ","Brooklyn, ",11201,125.00 ,2018,"210 Livingston St Brooklyn, NY, 11201",40.6894744,-73.9856916,133.02087503574492,764.4060750380127
254 Park Ave S,"New York, NY, 10010"," 9,627 ","New York, ",10010,89.27 ,1913,"254 Park Ave S New York, NY, 10010",40.7385701,-73.9877712,130.9073262366938,1308.4898530583075
1657 Broadway,"New York, NY, 10019"," 17,516 ","New York, ",10019,182.69 ,1984,"1657 Broadway New York, NY, 10019",40.7625626,-73.9835281,119.98522167487685,1028.8427254609257
30 Bay St,"Staten Island, NY, 10301"," 12,654 ","Staten Island, ",10301,31.00 ,1924,"30 Bay St Staten Island, NY, 10301",40.6413913,-74.0760822,71.53340575774035,9518.103850116799
2565 Broadway,"New York, NY, 10025"," 16,329 ","New York, ",10025,165.00 ,1983,"2565 Broadway New York, NY, 10025",40.7948992,-73.9719361,104.62573374031463,2381.49219785957
969 Third Ave,"New York, NY, 10022"," 19,714 ","New York, ",10022,105.00 ,1964,"969 Third Ave New York, NY, 10022",40.8089453,-73.9302259,142.5141065830721,4897.548748623715
303 E 43rd St,"New York, NY, 10017","4,268 ","New York, ",10017,33.75 ,1983,"303 E 43rd St New York, NY, 10017",40.7506032,-73.9713921,133.82326820603907,675.4918046902776
500 W 175th St,"New York, NY, 10033"," 6,265 ","New York, ",10033,85.20 ,1911,"500 W 175th St New York, NY, 10033",40.8443019,-73.9342776,55.527279968140185,8280.94264178703
1223 Surf Ave,"Brooklyn, NY, 11224"," 8,000 ","Brooklyn, ",11224,65.00 ,2017,"1223 Surf Ave Brooklyn, NY, 11224",40.5757455,-73.9804567,52.71917808219178,12199.258814913273
300 Lafayette St,"New York, NY, 10012"," 18,433 ","New York, ",10012,375.00 ,2019,"300 Lafayette St New York, NY, 10012",40.7246643,-73.9958567,124.96935201401051,281.59303884211045
554 W 174th St,"New York, NY, 10033","15,000 ","New York, ",10033,30.00 ,1916,"554 W 174th St New York, NY, 10033",40.844236699999996,-73.93636164406439,55.527279968140185,8221.56916368138
585 W 181st St,"New York, NY, 10033"," 34,322 ","New York, ",10033,218.00 ,1959,"585 W 181st St New York, NY, 10033",40.8492525,-73.9332434,55.527279968140185,8831.263755831442
630 Flushing Ave,"Brooklyn, NY, 11206"," 70,171 ","Brooklyn, ",11206,49.00 ,1930,"630 Flushing Ave Brooklyn, NY, 11206",40.700085781249996,-73.94672184375,54.42232237539767,2053.588397058277
124 W 30th St,"New York, NY, 10001"," 16,693 ","New York, ",10001,69.00 ,1924,"124 W 30th St New York, NY, 10001",40.7476245,-73.9907294,115.71375233354075,539.1205807962771
144 E 44th St,"New York, NY, 10017"," 9,955 ","New York, ",10017,75.00 ,1959,"144 E 44th St New York, NY, 10017",40.7523481,-73.9744712,133.82326820603907,352.09559497882293
44 W 18th St,"New York, NY, 10011"," 40,625 ","New York, ",10011,69.00 ,1906,"44 W 18th St New York, NY, 10011",40.7392151,-73.9942981,136.63649222065064,967.6380191420114
750 Lexington Ave,"New York, NY, 10022"," 112,859 ","New York, ",10022,65.00 ,1988,"750 Lexington Ave New York, NY, 10022",40.7625148,-73.9685564,142.5141065830721,1170.069554577173
564 Court St,"Brooklyn, NY, 11231"," 4,060 ","Brooklyn, ",11231, 0 ,2007,"564 Court St Brooklyn, NY, 11231",40.67435656451613,-73.99964069354839,111.76460176991151,2198.481680995668
551 Madison Ave,"New York, NY, 10022"," 13,758 ","New York, ",10022, 0 ,1922,"551 Madison Ave New York, NY, 10022",40.7610198,-73.9730731,142.5141065830721,817.0700444958445
240 Broadway,"Brooklyn, NY, 11211"," 13,803 ","Brooklyn, ",11211, 0 ,1891,"240 Broadway Brooklyn, NY, 11211",40.7087961,-73.95998133948065,88.97674418604652,758.2367376678546
2250 Nostrand Ave,"Brooklyn, NY, 11210","18,689 ","Brooklyn, ",11210, 0 ,1989,"2250 Nostrand Ave Brooklyn, NY, 11210",40.63001925,-73.9475135,65.26455210874869,6695.254396916756
44 Varet St,"Brooklyn, NY, 11206","6,000 ","Brooklyn, ",11206, 0 ,2018,"44 Varet St Brooklyn, NY, 11206",40.703204945454544,-73.94180346363636,54.42232237539767,2059.16483191625
350 W Broadway,"New York, NY, 10013"," 15,300 ","New York, ",10013, 0 ,2009,"350 W Broadway New York, NY, 10013",40.72278845,-74.00372971525668,122.22905027932961,460.38786808742503
1602 Kings Hwy,"Brooklyn, NY, 11229"," 23,365 ","Brooklyn, ",11229, 0 ,1930,"1602 Kings Hwy Brooklyn, NY, 11229",40.60891465,-73.95712087289849,67.06064618644068,8699.627263957378
45 Wooster St,"New York, NY, 10013"," 6,700 ","New York, ",10013, 0 ,2002,"45 Wooster St New York, NY, 10013",40.722591,-74.00259184615385,122.22905027932961,397.86924857850556
2 Bushwick Ave,"Brooklyn, NY, 11211"," 15,352 ","Brooklyn, ",11211, 0 ,2024,"2 Bushwick Ave Brooklyn, NY, 11211",40.714463,-73.94231738875393,88.97674418604652,1491.166561537358
218 Front St,"Brooklyn, NY, 11201","11,000 ","Brooklyn, ",11201, 0 ,2024,"218 Front St Brooklyn, NY, 11201",40.7022219,-73.9835799,133.02087503574492,1901.6309323294668
340 W 40th St,"New York, NY, 10018","4,500 ","New York, ",10018, 0 ,2008,"340 W 40th St New York, NY, 10018",40.756878,-73.9932298,123.03506097560975,997.5291878802324
1465 38th St,"Brooklyn, NY, 11218"," 103,000 ","Brooklyn, ",11218, 0 ,2026,"1465 38th St Brooklyn, NY, 11218",40.639049299999996,-73.98155338780848,70.50332929782083,5175.796049127173
1323 Broadway,"Brooklyn, NY, 11221","7,466 ","Brooklyn, ",11221, 0 ,1920,"1323 Broadway Brooklyn, NY, 11221",40.689819,-73.92245266666667,56.33072215422277,4269.267056141682
1011 Elton St,"Brooklyn, NY, 11208","4,500 ","Brooklyn, ",11208, 0 ,1931,"1011 Elton St Brooklyn, NY, 11208",40.65868841379311,-73.87554124137931,42.13641413019329,8442.385714578559
267 Kent Ave,"Brooklyn, NY, 11211"," 8,500 ","Brooklyn, ",11211, 0 ,1920,"267 Kent Ave Brooklyn, NY, 11211",40.7155958,-73.9662504,88.97674418604652,536.6754781335146
125 E 54th St,"New York, NY, 10022"," 4,400 ","New York, ",10022, 0 ,1977,"125 E 54th St New York, NY, 10022",40.7593749,-73.9711618,142.5141065830721,764.2263958157386
1153 Broadway,"New York, NY, 10001"," 5,800 ","New York, ",10001, 0 ,1930,"1153 Broadway New York, NY, 10001",40.744349299999996,-73.98919775247415,115.71375233354075,727.9952659514928
34 W 34th St,"New York, NY, 10001"," 6,000 ","New York, ",10001, 0 ,1978,"34 W 34th St New York, NY, 10001",40.749031200000005,-73.98669714290216,115.71375233354075,174.56473245915694
7812 Flatlands Ave,"Brooklyn, NY, 11236","11,077 ","Brooklyn, ",11236, 0 ,1999,"7812 Flatlands Ave Brooklyn, NY, 11236",40.63460410204081,-73.91451081632653,55.48652173913043,7815.897736047535
149 W 46th St,"New York, NY, 10036"," 15,600 ","New York, ",10036, 0 ,1920,"149 W 46th St New York, NY, 10036",40.7583719,-73.983971,104.8456755228943,693.0412172727054
299 N 7th St,"Brooklyn, NY, 11211"," 41,001 ","Brooklyn, ",11211, 0 ,2015,"299 N 7th St Brooklyn, NY, 11211",40.7150025,-73.95273600849765,88.97674418604652,609.1649933351104
3460 Nostrand Ave,"Brooklyn, NY, 11229"," 20,475 ","Brooklyn, ",11229, 0 ,2005,"3460 Nostrand Ave Brooklyn, NY, 11229",40.5996058,-73.94207252142031,67.06064618644068,10026.014296276642
77 Leonard St,"New York, NY, 10013","4,200 ","New York, ",10013, 0 ,1920,"77 Leonard St New York, NY, 10013",40.949199,-72.84437105,122.22905027932961,83383.6025955924
1 Flatbush Ave,"Brooklyn, NY, 11217"," 15,339 ","Brooklyn, ",11217, 0 ,2018,"1 Flatbush Ave Brooklyn, NY, 11217",40.6882763,-73.98016939053673,114.30954676952749,340.59070949873717
2235 59th St,"Brooklyn, NY, 11204","15,000 ","Brooklyn, ",11204, 0 ,2000,"2235 59th St Brooklyn, NY, 11204",40.6168628367347,-73.97697391836735,55.13926272674078,7632.614911669885
828 Metropolitan Ave,"Brooklyn, NY, 11211"," 9,700 ","Brooklyn, ",11211, 0 ,2025,"828 Metropolitan Ave Brooklyn, NY, 11211",40.714795882352945,-73.9414846764706,88.97674418604652,1558.6557816193786
49 W 38th St,"New York, NY, 10018"," 8,247 ","New York, ",10018, 0 ,1924,"49 W 38th St New York, NY, 10018",40.7520835,-73.98489867725127,123.03506097560975,211.65523177259075
199 Centre St,"New York, NY, 10013"," 10,000 ","New York, ",10013, 0 ,1915,"199 Centre St New York, NY, 10013",40.718879,-73.999389,122.22905027932961,684.3490318472236
177 2nd Ave,"Brooklyn, NY, 11215","6,300 ","Brooklyn, ",11215, 0 ,1959,"177 2nd Ave Brooklyn, NY, 11215",40.669587750000005,-73.99551775934276,119.79633587786259,2300.98027529569
440 Broadway,"New York, NY, 10013"," 9,000 ","New York, ",10013, 0 ,1910,"440 Broadway New York, NY, 10013",40.7200334,-74.00095964764975,122.22905027932961,576.4362535581628
10 Jay St,"Brooklyn, NY, 11201"," 20,832 ","Brooklyn, ",11201, 0 ,1897,"10 Jay St Brooklyn, NY, 11201",40.70462355,-73.9870601641565,133.02087503574492,2197.7226989130972
530 Canal St,"New York, NY, 10013"," 4,286 ","New York, ",10013, 0 ,1900,"530 Canal St New York, NY, 10013",40.725159250000004,-74.00981388636364,122.22905027932961,900.7540436786489
2276 12th Ave,"New York, NY, 10027","4,793 ","New York, ",10027, 0 ,1920,"2276 12th Ave New York, NY, 10027",40.8179411,-73.9609019,66.99653045489592,4960.549607156039
530 Fulton St,"Brooklyn, NY, 11201"," 9,497 ","Brooklyn, ",11201, 0 ,1915,"530 Fulton St Brooklyn, NY, 11201",40.6895914,-73.98245208571429,133.02087503574492,570.1654466819056
401 8th Ave,"New York, NY, 10001","5,000 ","New York, ",10001, 0 ,2023,"401 8th Ave New York, NY, 10001",40.7496482,-73.9955415,115.71375233354075,865.2558798888538
85 Nassau St,"New York, NY, 10038"," 12,500 ","New York, ",10038, 0 ,1910,"85 Nassau St New York, NY, 10038",40.710048,-74.0080338,106.70618120237087,331.4696129527459
600 6th Ave,"New York, NY, 10011","8,000 ","New York, ",10011, 0 ,1961,"600 6th Ave New York, NY, 10011",40.7394173,-73.9951134,136.63649222065064,895.5006017726049
400 W 55th St,"New York, NY, 10019","7,007 ","New York, ",10019, 0 ,2003,"400 W 55th St New York, NY, 10019",40.76665385,-73.98738033634767,119.98522167487685,1015.3440781878844
500 Broadway,"New York, NY, 10012","4,000 ","New York, ",10012, 0 ,1900,"500 Broadway New York, NY, 10012",40.7220396,-73.99926791476827,124.96935201401051,333.22004789776196
711 Seventh Ave,"New York, NY, 10036","12,000 ","New York, ",10036, 0 ,1925,"711 Seventh Ave New York, NY, 10036",40.950676,-72.7899464,104.8456755228943,87957.82541983806
129 Lafayette St,"New York, NY, 10013"," 5,182 ","New York, ",10013, 0 ,1915,"129 Lafayette St New York, NY, 10013",40.71891385,-73.99979419120828,122.22905027932961,682.3414613628428
2094 Linden Blvd,"Brooklyn, NY, 11207"," 5,250 ","Brooklyn, ",11207, 0 ,1961,"2094 Linden Blvd Brooklyn, NY, 11207",40.660740469387754,-73.8849243877551,44.80173423951254,8297.847634161066
262 9th St,"Brooklyn, NY, 11215"," 5,800 ","Brooklyn, ",11215, 0 ,2021,"262 9th St Brooklyn, NY, 11215",40.670054,-73.98860462823598,119.79633587786259,1935.453791043181
1014 Broadway,"Brooklyn, NY, 11221"," 7,500 ","Brooklyn, ",11221, 0 ,2021,"1014 Broadway Brooklyn, NY, 11221",40.69556063636364,-73.93289713636364,56.33072215422277,3189.1831882829238
603 Union St,"Brooklyn, NY, 11215"," 22,699 ","Brooklyn, ",11215, 0 ,1950,"603 Union St Brooklyn, NY, 11215",40.678331892857145,-73.98516003571429,119.79633587786259,996.5221611665378
204 25th St,"Brooklyn, NY, 11232","14,000 ","Brooklyn, ",11232, 0 ,1955,"204 25th St Brooklyn, NY, 11232",40.659989350000004,-73.99776098779057,56.09546925566343,3287.771091927147
60 Ninth Ave,"New York, NY, 10011"," 6,800 ","New York, ",10011, 0 ,1910,"60 Ninth Ave New York, NY, 10011",42.708560375,-73.71527045833334,136.63649222065064,205070.79603020032
115 Page Ave,"Staten Island, NY, 10309"," 10,100 ","Staten Island, ",10309, 0 ,1990,"115 Page Ave Staten Island, NY, 10309",40.52140205,-74.23464940633262,92.06816760475297,28332.034387844626
16 Northern Blvd,"Queens, NY, 11361","4,841 ","Queens, ",11361, 0 ,2025,"16 Northern Blvd Queens, NY, 11361",40.757343649999996,-73.78115920270537,74.0605006954103,7917.989801837511
1546 McDonald Ave,"Brooklyn, NY, 11230","13,000 ","Brooklyn, ",11230, 0 ,1974,"1546 McDonald Ave Brooklyn, NY, 11230",40.6152792244898,-73.97433789795919,66.57185710389965,7814.658699412299
1559 Flatbush Ave,"Brooklyn, NY, 11210","11,000 ","Brooklyn, ",11210, 0 ,1900,"1559 Flatbush Ave Brooklyn, NY, 11210",40.63276894736842,-73.94744315789474,65.26455210874869,6417.306012981359
604 Pacific St,"Brooklyn, NY, 11217","6,235 ","Brooklyn, ",11217, 0 ,1930,"604 Pacific St Brooklyn, NY, 11217",40.682753,-73.97717114674708,114.30954676952749,327.36094659867206
2555 Ocean Ave,"Brooklyn, NY, 11229","8,000 ","Brooklyn, ",11229, 0 ,1930,"2555 Ocean Ave Brooklyn, NY, 11229",40.5991824,-73.9511732,67.06064618644068,9864.339707883895
16 Powers St,"Brooklyn, NY, 11211"," 5,000 ","Brooklyn, ",11211, 0 ,1920,"16 Powers St Brooklyn, NY, 11211",40.7115484,-73.95063450577486,88.97674418604652,904.2378394727936
3 Howard St,"New York, NY, 10013"," 7,500 ","New York, ",10013, 0 ,1915,"3 Howard St New York, NY, 10013",40.718875749999995,-73.99963365468261,122.22905027932961,685.6226011302703
195 Eighth Ave,"New York, NY, 10011"," 9,667 ","New York, ",10011, 0 ,2003,"195 Eighth Ave New York, NY, 10011",42.709286660000004,-73.7142956,136.63649222065064,205155.0966133784
219 9th Ave,"New York, NY, 10011"," 5,946 ","New York, ",10011, 0 ,1932,"219 9th Ave New York, NY, 10011",40.74610775,-74.001482725,136.63649222065064,641.4053504486297
523 Sutter Ave,"Brooklyn, NY, 11207","4,000 ","Brooklyn, ",11207, 0 ,2008,"523 Sutter Ave Brooklyn, NY, 11207",40.668804,-73.89961436363637,44.80173423951254,6902.659135322491
897 Flatbush Ave,"Brooklyn, NY, 11226"," 12,050 ","Brooklyn, ",11226, 0 ,1930,"897 Flatbush Ave Brooklyn, NY, 11226",40.650001700000004,-73.958246258125,54.04270186335404,4297.898476901301
611 Broadway,"New York, NY, 10012"," 40,217 ","New York, ",10012, 0 ,1894,"611 Broadway New York, NY, 10012",40.7258985,-73.9969815,124.96935201401051,206.8142039349388
90 Hudson St,"New York, NY, 10013"," 8,150 ","New York, ",10013, 0 ,1881,"90 Hudson St New York, NY, 10013",40.7188506,-74.0086008,122.22905027932961,844.4732803710083
51 W 19th St,"New York, NY, 10011"," 6,600 ","New York, ",10011, 0 ,1910,"51 W 19th St New York, NY, 10011",40.7402483,-73.99364778281722,136.63649222065064,1002.9010665604711
5630 Flatlands Ave,"Brooklyn, NY, 11234"," 13,000 ","Brooklyn, ",11234, 0 ,1961,"5630 Flatlands Ave Brooklyn, NY, 11234",40.629880551020406,-73.92181751020408,73.0263720598717,7812.022509931281
2005 3rd Ave,"New York, NY, 10029"," 39,450 ","New York, ",10029, 0 ,2025,"2005 3rd Ave New York, NY, 10029",40.794275909090906,-73.94257645454546,51.63545933294324,2969.9194712792223
459 Broome St,"New York, NY, 10013"," 5,000 ","New York, ",10013, 0 ,1900,"459 Broome St New York, NY, 10013",40.7222848,-74.0011015,122.22905027932961,347.33045783859353
43 Murray St,"New York, NY, 10007"," 6,900 ","New York, ",10007, 0 ,1915,"43 Murray St New York, NY, 10007",40.71415745,-74.00909917541986,163.36020151133502,349.26296167097775
190 4th Ave,"Brooklyn, NY, 11217"," 5,000 ","Brooklyn, ",11217, 0 ,1931,"190 4th Ave Brooklyn, NY, 11217",40.67855385,-73.9826678753673,114.30954676952749,866.8022887239167
1155 6th Ave,"New York, NY, 10036"," 8,276 ","New York, ",10036, 0 ,1984,"1155 6th Ave New York, NY, 10036",40.7564611,-73.9831996,104.8456755228943,525.4173573808538
407 W 207th St,"New York, NY, 10034"," 30,067 ","New York, ",10034, 0 ,2026,"407 W 207th St New York, NY, 10034",40.86386210204081,-73.91725159183673,53.50926416093171,7551.7851701543495
428 W Broadway,"New York, NY, 10012"," 4,650 ","New York, ",10012, 0 ,1900,"428 W Broadway New York, NY, 10012",40.72526333333334,-74.00145877777777,124.96935201401051,196.37036272039526
1623 Oriental Blvd,"Brooklyn, NY, 11235"," 4,000 ","Brooklyn, ",11235, 0 ,1948,"1623 Oriental Blvd Brooklyn, NY, 11235",40.5785818,-73.9380957,64.00269740068661,12358.350625694065
245 Fifth Ave,"New York, NY, 10016"," 16,129 ","New York, ",10016, 0 ,1927,"245 Fifth Ave New York, NY, 10016",41.10247065,-72.36639546272585,121.98438008460788,125790.55154589612
524 Vandalia Ave,"Brooklyn, NY, 11239","5,163 ","Brooklyn, ",11239, 0 ,2012,"524 Vandalia Ave Brooklyn, NY, 11239",40.65565,-73.873236,48.286764705882355,8771.081960243111
1587 Third Ave,"New York, NY, 10128"," 14,400 ","New York, ",10128, 0 ,1915,"1587 Third Ave New York, NY, 10128",42.72771605877891,-73.70320208585983,126.91208439897699,207244.1349896442
150 Thompson St,"New York, NY, 10012"," 8,500 ","New York, ",10012, 0 ,1900,"150 Thompson St New York, NY, 10012",40.7269177,-74.0008129,124.96935201401051,251.36772277755816
1525 3rd Ave,"New York, NY, 10028"," 12,725 ","New York, ",10028, 0 ,2009,"1525 3rd Ave New York, NY, 10028",40.779018125,-73.9539639375,133.73430353430354,1088.9527510426872
152 Manhattan Ave,"Brooklyn, NY, 11206"," 4,900 ","Brooklyn, ",11206, 0 ,2017,"152 Manhattan Ave Brooklyn, NY, 11206",40.7080718,-73.9449079,54.42232237539767,1519.2046312609011
619 W 46th St,"New York, NY, 10036","4,650 ","New York, ",10036, 0 ,1940,"619 W 46th St New York, NY, 10036",40.76398435,-73.99735415206882,104.8456755228943,1746.9108565784131
19 Beach Channel Dr,"Queens, NY, 11691"," 14,138 ","Queens, ",11691, 0 ,2025,"19 Beach Channel Dr Queens, NY, 11691",40.600086950000005,-73.76260384312377,49.7833904109589,17481.297620988014
220 E 42nd St,"New York, NY, 10017"," 9,217 ","New York, ",10017, 0 ,1928,"220 E 42nd St New York, NY, 10017",40.7501297,-73.9733465,133.82326820603907,600.2624298350989
529 5th Ave,"New York, NY, 10017"," 41,899 ","New York, ",10017, 0 ,1958,"529 5th Ave New York, NY, 10017",40.754433,-73.97967518605721,133.82326820603907,180.3358633956594
19 Wythe Ave,"Brooklyn, NY, 11211"," 5,400 ","Brooklyn, ",11211, 0 ,1931,"19 Wythe Ave Brooklyn, NY, 11211",40.71320428571428,-73.96569371428572,88.97674418604652,558.5120088051392
231 9th Ave,"New York, NY, 10001"," 4,050 ","New York, ",10001, 0 ,1910,"231 9th Ave New York, NY, 10001",40.747388,-74.0008984,115.71375233354075,789.040867191606
489 Broome St,"New York, NY, 10013"," 10,000 ","New York, ",10013, 0 ,1987,"489 Broome St New York, NY, 10013",40.72295715,-74.00272024856534,122.22905027932961,379.82452227862717
789 Broadway,"Brooklyn, NY, 11206","10,000 ","Brooklyn, ",11206, 0 ,1989,"789 Broadway Brooklyn, NY, 11206",40.700189249999994,-73.94036386240322,54.42232237539767,2379.696769202722
1022 Lexington Ave,"New York, NY, 10021"," 4,500 ","New York, ",10021, 0 ,1980,"1022 Lexington Ave New York, NY, 10021",40.771038,-73.961883,142.21980018165306,338.86537241291876
227 Mulberry St,"New York, NY, 10012","5,500 ","New York, ",10012, 0 ,1950,"227 Mulberry St New York, NY, 10012",40.7225891,-73.99629160369663,124.96935201401051,363.9572843895631
210 Flushing Ave,"Brooklyn, NY, 11205"," 7,600 ","Brooklyn, ",11205, 0 ,1930,"210 Flushing Ave Brooklyn, NY, 11205",40.6975988,-73.96744,78.3301282051282,1615.5100246336365
295 Madison Ave,"New York, NY, 10017"," 16,545 ","New York, ",10017, 0 ,1929,"295 Madison Ave New York, NY, 10017",40.7517813,-73.97933661104537,133.82326820603907,337.19698684979835
237 McGuinness Blvd,"Brooklyn, NY, 11222"," 6,210 ","Brooklyn, ",11222, 0 ,2025,"237 McGuinness Blvd Brooklyn, NY, 11222",40.72999096583135,-73.95144130883918,96.09931212381771,1748.1617141852114
209 N 11th St,"Brooklyn, NY, 11211"," 12,256 ","Brooklyn, ",11211, 0 ,1950,"209 N 11th St Brooklyn, NY, 11211",40.719053200000005,-73.95330305,88.97674418604652,675.0049685319876
34 Union Sq E,"New York, NY, 10003","12,200 ","New York, ",10003, 0 ,1953,"34 Union Sq E New York, NY, 10003",40.7358007,-73.9893344,128.99104143337067,1454.7193131289432
29 West St,"Brooklyn, NY, 11222"," 5,100 ","Brooklyn, ",11222, 0 ,2021,"29 West St Brooklyn, NY, 11222",40.727138714285715,-73.95892757142857,96.09931212381771,1281.3455393573645
150 W 34th St,"New York, NY, 10001"," 77,760 ","New York, ",10001, 0 ,1900,"150 W 34th St New York, NY, 10001",40.7505275,-73.9898925,115.71375233354075,387.6286194573312
358 Grove St,"Brooklyn, NY, 11237"," 7,200 ","Brooklyn, ",11237, 0 ,2007,"358 Grove St Brooklyn, NY, 11237",40.69991927027027,-73.91403737837838,51.53839590443686,4249.873384329022
167 Eldridge St,"New York, NY, 10002"," 16,718 ","New York, ",10002, 0 ,2004,"167 Eldridge St New York, NY, 10002",40.720059,-73.9911183,64.70105421686748,875.5929935920686
1442 Rockaway Pky,"Brooklyn, NY, 11236","6,000 ","Brooklyn, ",11236, 0 ,1931,"1442 Rockaway Pky Brooklyn, NY, 11236",40.645644142857144,-73.90302171428571,55.48652173913043,7753.483177146483
5018 4th Ave,"Brooklyn, NY, 11220","20,000 ","Brooklyn, ",11220, 0 ,1931,"5018 4th Ave Brooklyn, NY, 11220",40.64635695918368,-74.0128321632653,39.7970465732677,5248.1403593425775
577 9th Ave,"New York, NY, 10036"," 8,000 ","New York, ",10036, 0 ,2018,"577 9th Ave New York, NY, 10036",40.7582684,-73.9929915,104.8456755228943,1105.106587954745
390 5th Ave,"New York, NY, 10018"," 27,830 ","New York, ",10018, 0 ,1903,"390 5th Ave New York, NY, 10018",40.7498065,-73.9840785,123.03506097560975,113.9729556320927
236 W 125th St,"New York, NY, 10027"," 19,114 ","New York, ",10027, 0 ,1922,"236 W 125th St New York, NY, 10027",40.809347,-73.9496298,66.99653045489592,4189.177980402721
30 E 60th St,"New York, NY, 10022"," 42,619 ","New York, ",10022, 0 ,1917,"30 E 60th St New York, NY, 10022",40.763676149999995,-73.970325863131,142.5141065830721,1182.224301412643
847 Atlantic Ave,"Brooklyn, NY, 11238"," 4,980 ","Brooklyn, ",11238, 0 ,2022,"847 Atlantic Ave Brooklyn, NY, 11238",40.68135983333333,-73.96599851190476,100.10738255033557,1135.4223599336503
2033 5th Ave,"New York, NY, 10035"," 29,324 ","New York, ",10035, 0 ,2024,"2033 5th Ave New York, NY, 10035",40.80684327777778,-73.9420745,54.232118758434545,4172.616291759764
268 W 125th St,"New York, NY, 10027","5,000 ","New York, ",10027, 0 ,1950,"268 W 125th St New York, NY, 10027",40.809692850000005,-73.95079681818088,66.99653045489592,4197.6480701087985
1515 Surf Ave,"Brooklyn, NY, 11224"," 10,602 ","Brooklyn, ",11224, 0 ,2024,"1515 Surf Ave Brooklyn, NY, 11224",40.57541216451715,-73.98261283748813,52.71917808219178,12240.441477979215
1674 Broadway,"New York, NY, 10019"," 5,228 ","New York, ",10019, 0 ,1921,"1674 Broadway New York, NY, 10019",40.76279,-73.9829442,119.98522167487685,1028.0998642460263
420 Carroll St,"Brooklyn, NY, 11215","11,757 ","Brooklyn, ",11215, 0 ,2025,"420 Carroll St Brooklyn, NY, 11215",40.67755161904762,-73.98776295238095,119.79633587786259,1202.7495021724949
1768 Cropsey Ave,"Brooklyn, NY, 11214","6,900 ","Brooklyn, ",11214, 0 ,1931,"1768 Cropsey Ave Brooklyn, NY, 11214",40.602973931818184,-74.00789595454546,53.93504639543183,9511.250618409013
131 Greene St,"New York, NY, 10012"," 5,442 ","New York, ",10012, 0 ,1920,"131 Greene St New York, NY, 10012",40.7256642,-73.9989626,124.96935201401051,71.27048337992497
112 Montague St,"Brooklyn, NY, 11201"," 4,750 ","Brooklyn, ",11201, 0 ,1950,"112 Montague St Brooklyn, NY, 11201",40.6947934,-73.99501385674182,133.02087503574492,1748.7692353229797
733 Third Ave,"New York, NY, 10017","4,006 ","New York, ",10017, 0 ,1961,"733 Third Ave New York, NY, 10017",42.71483163265306,-73.70605210204081,133.82326820603907,205802.91812190932
50 Old Fulton St,"Brooklyn, NY, 11201"," 6,900 ","Brooklyn, ",11201, 0 ,1940,"50 Old Fulton St Brooklyn, NY, 11201",40.7021211,-73.9931023,133.02087503574492,1869.133440332458
401 W 207th St,"New York, NY, 10034"," 35,500 ","New York, ",10034, 0 ,2024,"401 W 207th St New York, NY, 10034",40.863822,-73.917154,53.50926416093171,7543.579488853377
